date,time,FC1_Read_Input_Register,FC2_Read_Discrete_Value,FC3_Read_Holding_Register,FC4_Read_Coil,label,type
29-Apr-19,0:01:36,31344,11853,18685,34589,1,backdoor
29-Apr-19,0:01:36,4674,41354,3277,12112,1,backdoor
29-Apr-19,0:01:38,14890,52867,54532,61295,1,backdoor
29-Apr-19,0:01:40,31344,11853,18685,34589,1,backdoor
29-Apr-19,0:01:43,31674,37784,59429,46642,1,backdoor
29-Apr-19,0:01:48,16718,34094,51756,23601,1,backdoor
29-Apr-19,0:01:48,31674,37784,59429,46642,1,backdoor
29-Apr-19,0:01:51,55349,45654,42084,45654,1,backdoor
29-Apr-19,0:02:11,27837,60538,31807,32563,1,backdoor
29-Apr-19,0:02:12,27837,60538,31807,32563,1,backdoor
29-Apr-19,0:02:16,27837,60538,31807,32563,1,backdoor
29-Apr-19,0:02:20,37583,56322,33638,27103,1,backdoor
29-Apr-19,0:02:23,23530,17886,64864,64180,1,backdoor
29-Apr-19,9:47:18,26653,28416,24131,30897,0,normal
29-Apr-19,9:47:24,26653,28416,24131,30897,0,normal
29-Apr-19,9:47:28,11575,55736,29765,23752,0,normal
29-Apr-19,9:47:32,11575,55736,29765,23752,0,normal
29-Apr-19,9:47:36,20357,13333,16157,48586,0,normal
29-Apr-19,9:47:44,56321,15902,29740,2711,0,normal
29-Apr-19,9:47:52,2468,25196,29001,17122,0,normal
29-Apr-19,9:48:00,46748,45691,43031,27813,0,normal
29-Apr-19,9:48:04,46748,45691,43031,27813,0,normal
29-Apr-19,9:48:10,62749,8111,51907,44824,0,normal
29-Apr-19,9:48:24,18582,50077,33070,49160,0,normal
29-Apr-19,9:48:34,60719,37289,19777,60386,0,normal
29-Apr-19,9:48:40,45009,10823,30678,8917,0,normal
29-Apr-19,9:48:44,45009,10823,30678,8917,0,normal
29-Apr-19,9:48:56,50497,48330,63085,47424,0,normal
29-Apr-19,9:49:02,48152,19862,34859,35232,0,normal
29-Apr-19,9:49:06,48152,19862,34859,35232,0,normal
29-Apr-19,9:49:08,48152,19862,34859,35232,0,normal
29-Apr-19,9:49:12,16942,25346,44492,25786,0,normal
29-Apr-19,9:49:16,16942,25346,44492,25786,0,normal
29-Apr-19,9:49:26,64698,4203,59237,62082,0,normal
29-Apr-19,9:49:30,64698,4203,59237,62082,0,normal
29-Apr-19,9:49:32,64698,4203,59237,62082,0,normal
29-Apr-19,9:49:50,49359,2821,23869,26343,0,normal
29-Apr-19,9:49:54,49359,2821,23869,26343,0,normal
29-Apr-19,9:50:00,31206,25280,34348,52113,0,normal
29-Apr-19,9:50:02,31206,25280,34348,52113,0,normal
29-Apr-19,9:50:06,47328,48564,4042,28427,0,normal
29-Apr-19,9:50:16,58616,25558,55525,49927,0,normal
29-Apr-19,9:50:18,58616,25558,55525,49927,0,normal
29-Apr-19,9:50:46,46578,7133,18218,40329,0,normal
29-Apr-19,9:50:52,46578,7133,18218,40329,0,normal
29-Apr-19,9:50:54,7826,16992,14180,59514,0,normal
29-Apr-19,9:51:12,32231,11073,3613,11074,0,normal
29-Apr-19,9:51:14,32231,11073,3613,11074,0,normal
29-Apr-19,9:51:30,2922,26509,37869,9420,0,normal
29-Apr-19,9:51:34,532,35208,13241,65169,0,normal
29-Apr-19,9:51:38,532,35208,13241,65169,0,normal
29-Apr-19,9:51:42,49054,8371,8023,41289,0,normal
29-Apr-19,9:51:46,49054,8371,8023,41289,0,normal
29-Apr-19,9:52:00,8015,47761,21315,65335,0,normal
29-Apr-19,9:52:04,8015,47761,21315,65335,0,normal
29-Apr-19,9:52:16,61054,41139,39321,22641,0,normal
29-Apr-19,9:52:20,61054,41139,39321,22641,0,normal
29-Apr-19,9:52:22,15485,23435,11358,62565,0,normal
29-Apr-19,9:52:26,15485,23435,11358,62565,0,normal
29-Apr-19,9:52:30,5985,10520,37275,52316,0,normal
29-Apr-19,9:52:38,31656,59123,14869,44229,0,normal
29-Apr-19,9:52:42,31656,59123,14869,44229,0,normal
29-Apr-19,9:52:46,1975,21386,8788,59018,0,normal
29-Apr-19,9:52:50,1975,21386,8788,59018,0,normal
29-Apr-19,9:53:02,22748,56612,58608,53414,0,normal
29-Apr-19,9:53:06,22748,56612,58608,53414,0,normal
29-Apr-19,9:53:22,32518,25944,64600,58708,0,normal
29-Apr-19,9:53:26,18628,14970,45657,30670,0,normal
29-Apr-19,9:53:40,12521,22382,14410,49359,0,normal
29-Apr-19,9:53:50,25916,55522,56872,22659,0,normal
29-Apr-19,9:53:54,25916,55522,56872,22659,0,normal
29-Apr-19,9:53:58,25948,54902,40571,8541,0,normal
29-Apr-19,9:54:02,25948,54902,40571,8541,0,normal
29-Apr-19,9:54:08,2847,43328,13937,61300,0,normal
29-Apr-19,9:54:28,20875,31195,44328,45761,0,normal
29-Apr-19,9:54:32,30772,1664,51403,36543,0,normal
29-Apr-19,9:54:36,30772,1664,51403,36543,0,normal
29-Apr-19,9:54:40,60209,7739,2751,4598,0,normal
29-Apr-19,9:54:54,31058,44267,35916,59069,0,normal
29-Apr-19,9:55:02,16119,40143,13647,2383,0,normal
29-Apr-19,9:55:10,22943,5522,6635,50028,0,normal
29-Apr-19,9:55:12,22943,5522,6635,50028,0,normal
29-Apr-19,9:55:32,38598,40175,33554,2924,0,normal
29-Apr-19,9:55:34,34766,791,38956,25006,0,normal
29-Apr-19,9:55:36,34766,791,38956,25006,0,normal
29-Apr-19,9:55:40,34766,791,38956,25006,0,normal
29-Apr-19,9:55:48,19388,63377,59949,54098,0,normal
29-Apr-19,9:55:50,15877,39409,55706,35612,0,normal
29-Apr-19,9:56:08,7477,5905,19164,23534,0,normal
29-Apr-19,9:56:16,15873,65161,42624,58689,0,normal
29-Apr-19,9:56:30,56816,46764,20190,47714,0,normal
29-Apr-19,9:56:36,56816,46764,20190,47714,0,normal
29-Apr-19,0:02:32,19198,47915,65484,31289,1,backdoor
29-Apr-19,0:02:32,57862,57678,6466,23356,1,backdoor
29-Apr-19,0:02:38,37159,23488,3287,27944,1,backdoor
29-Apr-19,0:02:40,934,53287,37737,49029,1,backdoor
29-Apr-19,0:02:41,37159,23488,3287,27944,1,backdoor
29-Apr-19,0:02:44,934,53287,37737,49029,1,backdoor
29-Apr-19,0:02:48,58017,57568,12931,30446,1,backdoor
29-Apr-19,0:03:00,23926,38929,20723,10183,1,backdoor
29-Apr-19,0:03:11,18695,35104,60370,11994,1,backdoor
29-Apr-19,0:03:14,57074,3839,13465,57032,1,backdoor
29-Apr-19,0:03:16,18695,35104,60370,11994,1,backdoor
29-Apr-19,0:03:22,43933,16922,23853,25519,1,backdoor
29-Apr-19,0:03:27,1741,47871,19780,57830,1,backdoor
29-Apr-19,0:03:28,27649,18788,2758,34268,1,backdoor
29-Apr-19,0:03:31,14951,44909,15389,22905,1,backdoor
29-Apr-19,0:03:36,34184,32048,63650,4221,1,backdoor
29-Apr-19,0:03:51,12643,35066,59460,30486,1,backdoor
29-Apr-19,0:03:54,11228,6356,49018,51745,1,backdoor
29-Apr-19,0:04:00,44159,44053,30166,32868,0,normal
29-Apr-19,0:04:02,31439,36726,14377,8912,1,backdoor
29-Apr-19,0:04:07,61362,27242,15308,3234,1,backdoor
29-Apr-19,0:04:09,61362,27242,15308,3234,1,backdoor
29-Apr-19,0:04:12,43397,44101,20637,64872,1,backdoor
29-Apr-19,0:04:14,14950,56414,5513,19523,1,backdoor
29-Apr-19,0:04:14,4153,50770,39605,15217,1,backdoor
29-Apr-19,0:04:18,4153,50770,39605,15217,1,backdoor
29-Apr-19,0:04:19,59423,31387,14319,22551,1,backdoor
29-Apr-19,0:04:21,59423,31387,14319,22551,1,backdoor
29-Apr-19,0:04:30,65074,44355,24666,16167,1,backdoor
29-Apr-19,0:04:32,38652,39046,59911,27848,1,backdoor
29-Apr-19,0:04:38,2331,32596,49492,60424,1,backdoor
29-Apr-19,0:04:41,50279,19781,5196,5702,1,backdoor
29-Apr-19,0:04:44,54472,24555,34364,8074,1,backdoor
29-Apr-19,0:04:46,54472,24555,34364,8074,1,backdoor
29-Apr-19,0:04:48,31582,59808,57600,51825,1,backdoor
29-Apr-19,0:04:49,54472,24555,34364,8074,1,backdoor
29-Apr-19,0:04:51,53382,43010,49213,59217,1,backdoor
29-Apr-19,0:04:52,31582,59808,57600,51825,1,backdoor
29-Apr-19,0:04:52,53382,43010,49213,59217,1,backdoor
29-Apr-19,0:05:06,50515,22486,26630,17973,1,backdoor
29-Apr-19,0:05:09,50515,22486,26630,17973,1,backdoor
29-Apr-19,0:05:16,14168,21926,37194,55373,1,backdoor
29-Apr-19,0:05:18,46388,20044,63699,62679,1,backdoor
29-Apr-19,0:05:19,46995,3834,50772,11917,1,backdoor
29-Apr-19,0:05:22,46995,3834,50772,11917,1,backdoor
29-Apr-19,0:05:24,22669,59569,63346,62550,1,backdoor
29-Apr-19,0:05:30,64204,25019,16629,45784,1,backdoor
29-Apr-19,0:05:32,47112,2976,17598,39696,1,backdoor
29-Apr-19,0:05:34,44230,12045,15890,11786,1,backdoor
29-Apr-19,0:05:36,47112,2976,17598,39696,1,backdoor
29-Apr-19,0:05:37,15012,39709,25525,2198,1,backdoor
29-Apr-19,0:05:38,44230,12045,15890,11786,1,backdoor
29-Apr-19,0:05:40,44230,12045,15890,11786,1,backdoor
29-Apr-19,0:05:50,42066,904,4693,63555,1,backdoor
29-Apr-19,0:05:51,38,63811,32609,18759,1,backdoor
29-Apr-19,0:05:54,38,63811,32609,18759,1,backdoor
29-Apr-19,0:06:04,46337,26104,26562,44046,1,backdoor
29-Apr-19,0:06:04,57462,2453,64183,25239,1,backdoor
29-Apr-19,0:06:09,57462,2453,64183,25239,1,backdoor
29-Apr-19,0:06:11,14209,20000,20302,50764,1,backdoor
29-Apr-19,0:06:17,62224,50864,55697,32123,1,backdoor
29-Apr-19,0:06:19,62224,50864,55697,32123,1,backdoor
29-Apr-19,0:06:28,12737,52369,38859,29338,1,backdoor
29-Apr-19,0:06:30,61321,27936,5623,60049,1,backdoor
29-Apr-19,0:06:32,61321,27936,5623,60049,1,backdoor
29-Apr-19,0:06:34,41265,30585,32302,28753,1,backdoor
29-Apr-19,0:06:36,61321,27936,5623,60049,1,backdoor
29-Apr-19,0:06:38,48548,34846,46829,59202,0,normal
29-Apr-19,0:06:40,48548,34846,46829,59202,1,backdoor
29-Apr-19,0:06:42,48548,34846,46829,59202,1,backdoor
29-Apr-19,0:06:46,22250,37913,494,27242,1,backdoor
29-Apr-19,0:06:52,27700,63864,55631,40121,1,backdoor
29-Apr-19,0:07:08,18263,324,57013,18852,1,backdoor
29-Apr-19,0:07:12,26003,51364,62832,9500,1,backdoor
29-Apr-19,0:07:16,26003,51364,62832,9500,1,backdoor
29-Apr-19,0:07:21,36430,4449,55135,8209,1,backdoor
29-Apr-19,0:07:24,16655,8483,46887,49947,1,backdoor
29-Apr-19,3:30:06,47099,56848,35654,803,0,normal
29-Apr-19,3:30:12,23757,22609,21529,22476,0,normal
29-Apr-19,3:30:15,17140,59566,16170,47900,0,normal
29-Apr-19,3:30:16,16733,54430,13179,7018,0,normal
29-Apr-19,3:30:18,16733,54430,13179,7018,0,normal
29-Apr-19,3:30:24,59726,58710,47738,60255,0,normal
29-Apr-19,3:30:27,26823,40892,38003,60481,0,normal
29-Apr-19,3:30:30,26823,40892,38003,60481,0,normal
29-Apr-19,3:30:30,38008,19225,50516,6405,0,normal
29-Apr-19,3:30:35,35935,12973,35447,51264,0,normal
29-Apr-19,3:30:47,30038,8235,29168,62511,0,normal
29-Apr-19,3:30:52,60849,60013,45978,58877,0,normal
29-Apr-19,3:31:02,22436,3576,17986,44945,0,normal
29-Apr-19,3:31:04,8303,61778,61696,5076,0,normal
29-Apr-19,3:31:07,43146,20766,27774,36696,0,normal
29-Apr-19,3:31:08,22436,3576,17986,44945,0,normal
29-Apr-19,3:31:09,43146,20766,27774,36696,0,normal
29-Apr-19,3:31:12,43146,20766,27774,36696,0,normal
29-Apr-19,3:31:14,13621,46661,8306,578,0,normal
29-Apr-19,3:31:20,33612,1934,26274,13679,0,normal
29-Apr-19,3:31:22,57873,19951,39630,11433,0,normal
29-Apr-19,3:31:24,33612,1934,26274,13679,0,normal
29-Apr-19,3:31:34,32850,24223,9858,49006,0,normal
29-Apr-19,3:31:36,32850,24223,9858,49006,0,normal
29-Apr-19,3:31:39,42283,60905,47859,53702,0,normal
29-Apr-19,3:31:52,63805,31486,30364,13841,0,normal
29-Apr-19,3:31:55,29556,25742,26741,21351,0,normal
29-Apr-19,3:31:57,29556,25742,26741,21351,0,normal
29-Apr-19,3:31:59,29556,25742,26741,21351,0,normal
29-Apr-19,3:32:00,12242,37168,55576,58007,0,normal
29-Apr-19,3:32:00,58107,15308,15162,57573,0,normal
29-Apr-19,3:32:04,12242,37168,55576,58007,0,normal
29-Apr-19,3:32:04,58107,15308,15162,57573,0,normal
29-Apr-19,3:32:05,12242,37168,55576,58007,0,normal
29-Apr-19,3:32:12,52319,41169,63148,19864,0,normal
29-Apr-19,3:32:17,57386,39616,19947,34697,0,normal
29-Apr-19,3:32:20,10963,19975,31620,9962,0,normal
29-Apr-19,3:32:28,24133,2285,36218,64293,0,normal
29-Apr-19,3:32:30,41930,59319,10997,50369,0,normal
29-Apr-19,3:32:34,27129,57488,46351,11676,0,normal
29-Apr-19,3:32:40,33622,63452,55246,24003,0,normal
29-Apr-19,3:32:44,33622,63452,55246,24003,0,normal
29-Apr-19,3:32:52,55684,26573,28394,12647,0,normal
29-Apr-19,3:32:54,35762,43083,64152,61567,0,normal
29-Apr-19,3:32:55,35762,43083,64152,61567,0,normal
29-Apr-19,3:32:58,25800,6740,54314,20658,0,normal
29-Apr-19,3:33:04,3006,40981,52578,47244,0,normal
29-Apr-19,3:33:09,63867,9275,44349,4148,0,normal
29-Apr-19,3:33:12,60517,50685,25355,13352,0,normal
29-Apr-19,3:33:18,4527,13624,17327,1639,0,normal
29-Apr-19,3:33:19,44284,46383,47329,39782,0,normal
29-Apr-19,3:33:22,14026,8414,31100,18997,0,normal
29-Apr-19,3:33:30,54397,12793,52761,31352,0,normal
29-Apr-19,3:33:32,34272,57617,14719,35652,0,normal
29-Apr-19,3:33:34,62013,65460,58736,10238,0,normal
29-Apr-19,3:33:36,62013,65460,58736,10238,0,normal
29-Apr-19,3:33:39,37210,38085,26709,326,0,normal
29-Apr-19,3:33:49,21060,61068,38726,16796,0,normal
29-Apr-19,3:33:51,21060,61068,38726,16796,0,normal
29-Apr-19,3:33:57,52158,29970,24230,19780,0,normal
29-Apr-19,3:33:58,41307,22370,40111,2356,0,normal
29-Apr-19,3:33:59,52158,29970,24230,19780,0,normal
29-Apr-19,3:34:00,41307,22370,40111,2356,0,normal
29-Apr-19,3:34:06,59619,64181,12019,41321,0,normal
29-Apr-19,3:34:08,59619,64181,12019,41321,0,normal
29-Apr-19,3:34:14,31048,25874,45113,57306,0,normal
29-Apr-19,3:34:16,40465,43602,43270,16732,0,normal
29-Apr-19,3:34:20,40465,43602,43270,16732,0,normal
29-Apr-19,3:34:22,49346,50215,32667,16989,0,normal
29-Apr-19,3:34:24,17501,14819,18584,26847,0,normal
29-Apr-19,3:34:27,50532,44273,21892,61712,0,normal
29-Apr-19,3:34:29,50532,44273,21892,61712,0,normal
29-Apr-19,3:34:39,10195,17889,37983,2290,0,normal
29-Apr-19,3:34:40,44112,32992,40598,40974,0,normal
29-Apr-19,3:34:44,41475,46896,49564,3110,0,normal
29-Apr-19,3:34:56,24300,10072,14172,57106,0,normal
29-Apr-19,3:34:59,28382,50205,5761,10640,0,normal
29-Apr-19,3:35:04,47368,24406,19876,56737,0,normal
29-Apr-19,3:35:08,16200,60486,30046,57418,0,normal
29-Apr-19,3:35:09,38958,32631,1638,51838,0,normal
29-Apr-19,3:35:10,24273,64211,52080,22934,0,normal
29-Apr-19,3:35:14,25934,60709,55686,19044,0,normal
29-Apr-19,3:35:20,20115,11472,60533,56237,0,normal
29-Apr-19,3:35:24,63510,16715,22404,16112,0,normal
29-Apr-19,3:35:26,8444,1273,44669,1700,0,normal
29-Apr-19,3:35:29,44720,41542,46853,40636,0,normal
29-Apr-19,3:35:30,8444,1273,44669,1700,0,normal
29-Apr-19,3:35:31,44720,41542,46853,40636,0,normal
29-Apr-19,3:35:34,9749,52240,3628,1791,0,normal
29-Apr-19,3:35:36,6573,59879,6086,39052,0,normal
29-Apr-19,3:35:39,9749,52240,3628,1791,0,normal
29-Apr-19,3:35:40,6573,59879,6086,39052,0,normal
29-Apr-19,3:35:48,29253,8645,22925,31032,0,normal
29-Apr-19,3:35:50,10478,61246,53552,37171,0,normal
29-Apr-19,3:35:56,17461,52677,37831,21463,0,normal
29-Apr-19,3:35:57,17461,52677,37831,21463,0,normal
29-Apr-19,3:36:07,21444,47242,50480,18918,0,normal
29-Apr-19,3:36:09,21444,47242,50480,18918,0,normal
29-Apr-19,3:36:17,48216,2524,30209,54446,0,normal
29-Apr-19,3:36:19,48216,2524,30209,54446,0,normal
29-Apr-19,3:36:22,17997,47428,26947,22325,0,normal
29-Apr-19,3:36:26,17997,47428,26947,22325,0,normal
29-Apr-19,3:36:42,36689,46928,51462,10557,0,normal
29-Apr-19,3:36:48,12109,3715,38978,38721,0,normal
29-Apr-19,3:36:54,26488,57157,54762,17518,0,normal
29-Apr-19,3:36:56,5852,4015,7580,34737,0,normal
29-Apr-19,3:37:00,5852,4015,7580,34737,0,normal
29-Apr-19,3:37:07,54081,6717,49953,41400,0,normal
29-Apr-19,3:37:12,54081,6717,49953,41400,0,normal
29-Apr-19,3:37:14,50510,36445,19052,64349,0,normal
29-Apr-19,3:37:22,50175,65145,45628,14842,0,normal
29-Apr-19,3:37:26,50175,65145,45628,14842,0,normal
29-Apr-19,3:37:27,63039,14180,6426,42628,0,normal
29-Apr-19,3:37:28,49470,17110,213,59753,0,normal
29-Apr-19,3:37:30,49470,17110,213,59753,0,normal
29-Apr-19,3:37:32,63039,14180,6426,42628,0,normal
29-Apr-19,3:37:36,21268,31049,12913,40765,0,normal
29-Apr-19,3:37:37,21268,31049,12913,40765,0,normal
29-Apr-19,3:37:40,19016,8552,24728,44063,0,normal
29-Apr-19,3:37:42,12094,11185,59009,41908,0,normal
29-Apr-19,3:37:47,27139,25409,59961,54004,0,normal
29-Apr-19,3:37:49,27139,25409,59961,54004,0,normal
29-Apr-19,3:37:50,17118,3161,45603,9805,0,normal
29-Apr-19,3:38:00,57299,50777,58976,7741,0,normal
29-Apr-19,3:38:04,57299,50777,58976,7741,0,normal
29-Apr-19,3:38:12,7506,46998,10197,19093,0,normal
29-Apr-19,3:38:16,37014,19662,12875,1364,0,normal
29-Apr-19,3:38:18,37014,19662,12875,1364,0,normal
29-Apr-19,3:38:21,50146,28206,52021,26240,0,normal
29-Apr-19,3:38:26,57620,38909,65292,49272,0,normal
29-Apr-19,3:38:31,49963,430,14403,65452,0,normal
29-Apr-19,3:38:32,49963,430,14403,65452,0,normal
29-Apr-19,3:38:38,15326,16450,37470,47641,0,normal
29-Apr-19,3:38:40,15326,16450,37470,47641,0,normal
29-Apr-19,3:38:42,15326,16450,37470,47641,0,normal
29-Apr-19,3:38:44,15326,16450,37470,47641,0,normal
29-Apr-19,3:38:46,25049,63968,50547,18937,0,normal
29-Apr-19,3:38:48,25049,63968,50547,18937,0,normal
29-Apr-19,3:38:52,25049,63968,50547,18937,0,normal
29-Apr-19,3:39:00,6719,36110,40371,33268,0,normal
29-Apr-19,3:39:02,62900,50699,7255,23884,0,normal
29-Apr-19,3:39:04,33231,36431,11004,13312,0,normal
29-Apr-19,3:39:06,62900,50699,7255,23884,0,normal
29-Apr-19,3:39:07,25536,46490,54022,32443,0,normal
29-Apr-19,3:39:08,33231,36431,11004,13312,0,normal
29-Apr-19,3:39:11,25536,46490,54022,32443,0,normal
29-Apr-19,3:39:16,12535,35794,57463,39240,0,normal
29-Apr-19,3:39:16,825,5033,135,43999,0,normal
29-Apr-19,3:39:18,59618,37,61946,189,0,normal
29-Apr-19,3:39:21,4713,65259,32357,64642,0,normal
29-Apr-19,3:39:24,59618,37,61946,189,0,normal
29-Apr-19,3:39:27,33833,37706,2549,4274,0,normal
29-Apr-19,3:39:29,33833,37706,2549,4274,0,normal
29-Apr-19,3:39:30,20236,17580,31677,36100,0,normal
29-Apr-19,3:39:34,48399,24630,3205,42682,0,normal
29-Apr-19,3:39:36,27170,29636,65518,16638,0,normal
29-Apr-19,3:39:40,48399,24630,3205,42682,0,normal
29-Apr-19,0:07:27,16655,8483,46887,49947,1,backdoor
29-Apr-19,0:07:29,16655,8483,46887,49947,1,backdoor
29-Apr-19,0:07:30,16378,2946,52519,31470,1,backdoor
29-Apr-19,0:07:33,60583,7617,26331,47882,1,backdoor
29-Apr-19,0:07:36,60583,7617,26331,47882,1,backdoor
29-Apr-19,0:07:49,37378,32340,42718,44041,1,backdoor
29-Apr-19,0:07:50,26405,39737,30203,34365,1,backdoor
29-Apr-19,0:07:53,1083,51084,39458,19370,1,backdoor
29-Apr-19,0:07:54,1083,51084,39458,19370,1,backdoor
29-Apr-19,0:07:54,26405,39737,30203,34365,1,backdoor
29-Apr-19,0:08:04,34805,434,18287,3716,1,backdoor
29-Apr-19,0:08:08,14731,64969,14550,64280,1,backdoor
29-Apr-19,0:08:11,43017,33305,16276,51946,1,backdoor
29-Apr-19,0:08:13,43017,33305,16276,51946,1,backdoor
29-Apr-19,0:08:16,3611,28763,59705,63975,1,backdoor
29-Apr-19,0:08:18,3611,28763,59705,63975,1,backdoor
29-Apr-19,0:08:19,8253,41770,30428,4901,1,backdoor
29-Apr-19,0:08:20,3611,28763,59705,63975,1,backdoor
29-Apr-19,0:08:24,18174,59006,26361,55827,1,backdoor
29-Apr-19,0:08:26,44788,9475,44447,60128,1,backdoor
29-Apr-19,0:08:28,44788,9475,44447,60128,1,backdoor
29-Apr-19,0:08:38,35191,52602,6283,40535,1,backdoor
29-Apr-19,0:08:43,25667,42698,13217,21888,1,backdoor
29-Apr-19,0:08:49,2038,53196,52727,21350,1,backdoor
29-Apr-19,0:08:50,31595,7379,27346,22014,1,backdoor
29-Apr-19,0:08:52,31595,7379,27346,22014,1,backdoor
29-Apr-19,0:09:01,25733,12062,46717,29254,1,backdoor
29-Apr-19,0:09:03,25733,12062,46717,29254,1,backdoor
29-Apr-19,0:09:04,42916,29677,35914,61214,1,backdoor
29-Apr-19,0:09:08,42916,29677,35914,61214,1,backdoor
29-Apr-19,0:09:13,63174,41852,32897,39145,1,backdoor
29-Apr-19,0:09:14,63174,41852,32897,39145,1,backdoor
29-Apr-19,0:09:44,24014,34734,55232,42494,1,backdoor
29-Apr-19,0:09:46,2093,48197,34672,30535,1,backdoor
29-Apr-19,0:09:48,24014,34734,55232,42494,1,backdoor
29-Apr-19,0:09:49,24014,34734,55232,42494,1,backdoor
29-Apr-19,0:09:50,52016,61375,22653,48906,1,backdoor
29-Apr-19,0:09:52,52016,61375,22653,48906,1,backdoor
29-Apr-19,0:10:04,50393,58163,49380,42942,1,backdoor
29-Apr-19,0:10:13,61478,4627,48692,9793,1,backdoor
29-Apr-19,0:10:14,10912,14542,23823,12159,1,backdoor
29-Apr-19,0:10:16,61478,4627,48692,9793,1,backdoor
29-Apr-19,0:10:24,16590,51850,13451,53490,1,backdoor
29-Apr-19,0:10:24,47370,57941,43958,46484,1,backdoor
29-Apr-19,0:10:26,47370,57941,43958,46484,1,backdoor
29-Apr-19,0:10:29,16590,51850,13451,53490,1,backdoor
29-Apr-19,0:10:30,56250,52729,35322,22570,1,backdoor
29-Apr-19,0:10:34,56250,52729,35322,22570,1,backdoor
29-Apr-19,0:10:39,53096,41035,46175,41269,1,backdoor
29-Apr-19,0:10:44,2984,57849,17345,19555,1,backdoor
29-Apr-19,0:10:48,28537,27422,13451,363,1,backdoor
29-Apr-19,0:10:54,11612,3300,39634,45563,1,backdoor
29-Apr-19,0:11:16,12101,50225,8510,62619,1,backdoor
29-Apr-19,0:11:18,29235,52836,4308,39707,1,backdoor
29-Apr-19,0:11:18,54815,45538,18394,53288,1,backdoor
29-Apr-19,0:11:21,29235,52836,4308,39707,1,backdoor
29-Apr-19,0:11:23,29235,52836,4308,39707,1,backdoor
29-Apr-19,0:11:24,54815,45538,18394,53288,1,backdoor
29-Apr-19,0:11:26,24281,55879,7808,28726,1,backdoor
29-Apr-19,0:11:26,47473,12102,61280,33060,1,backdoor
29-Apr-19,0:11:28,24281,55879,7808,28726,1,backdoor
29-Apr-19,0:11:28,47473,12102,61280,33060,1,backdoor
29-Apr-19,0:11:30,47473,12102,61280,33060,1,backdoor
29-Apr-19,0:11:33,33494,36795,65278,35451,1,backdoor
29-Apr-19,0:11:36,57249,45039,8502,42695,1,backdoor
29-Apr-19,0:11:40,57249,45039,8502,42695,1,backdoor
29-Apr-19,0:11:42,45687,13502,35594,12892,1,backdoor
29-Apr-19,0:11:46,45687,13502,35594,12892,1,backdoor
29-Apr-19,0:11:52,27158,32848,59102,13396,1,backdoor
29-Apr-19,0:11:53,19330,61858,840,28129,1,backdoor
29-Apr-19,0:12:04,53558,39572,18516,17365,1,backdoor
29-Apr-19,0:12:08,18116,65301,52638,18167,1,backdoor
29-Apr-19,0:12:09,53558,39572,18516,17365,1,backdoor
29-Apr-19,0:12:13,22667,46309,42992,33763,1,backdoor
29-Apr-19,0:12:14,27840,33902,63194,23129,1,backdoor
29-Apr-19,0:12:18,27840,33902,63194,23129,1,backdoor
29-Apr-19,0:12:18,50673,39294,47351,5989,1,backdoor
29-Apr-19,9:56:38,16386,61230,30831,38850,0,normal
29-Apr-19,9:56:40,16386,61230,30831,38850,0,normal
29-Apr-19,9:56:44,16386,61230,30831,38850,0,normal
29-Apr-19,9:56:48,22346,2850,49243,15611,0,normal
29-Apr-19,9:56:50,22346,2850,49243,15611,0,normal
29-Apr-19,9:56:56,34821,32935,24530,43299,0,normal
29-Apr-19,9:57:02,30443,23906,8753,25273,0,normal
29-Apr-19,9:57:06,30443,23906,8753,25273,0,normal
29-Apr-19,9:57:28,56820,38968,33312,59818,0,normal
29-Apr-19,9:57:32,56820,38968,33312,59818,0,normal
29-Apr-19,9:57:50,21627,18199,35532,57925,0,normal
29-Apr-19,9:57:54,21627,18199,35532,57925,0,normal
29-Apr-19,9:58:16,40465,5968,43990,21078,0,normal
29-Apr-19,9:58:18,40465,5968,43990,21078,0,normal
29-Apr-19,9:58:24,61224,17305,65381,31361,0,normal
29-Apr-19,9:58:32,48577,35482,8170,1144,0,normal
29-Apr-19,9:58:48,3715,210,11071,4204,0,normal
29-Apr-19,9:58:52,3715,210,11071,4204,0,normal
29-Apr-19,9:59:04,22721,9421,32272,49354,0,normal
29-Apr-19,9:59:08,22721,9421,32272,49354,0,normal
29-Apr-19,9:59:14,510,5477,14664,3963,0,normal
29-Apr-19,9:59:20,35353,62809,2263,9945,0,normal
29-Apr-19,9:59:28,57972,53538,53215,64357,0,normal
29-Apr-19,9:59:30,57972,53538,53215,64357,0,normal
29-Apr-19,9:59:34,44253,47023,45557,61922,0,normal
29-Apr-19,9:59:44,62183,9537,59471,14571,0,normal
29-Apr-19,9:59:48,62183,9537,59471,14571,0,normal
29-Apr-19,9:59:50,46876,19999,49980,45050,0,normal
29-Apr-19,9:59:54,46876,19999,49980,45050,0,normal
29-Apr-19,9:59:58,34179,43362,23325,21668,0,normal
29-Apr-19,10:00:00,34179,43362,23325,21668,0,normal
29-Apr-19,10:00:04,34179,43362,23325,21668,0,normal
29-Apr-19,10:00:10,27850,41580,43932,35209,0,normal
29-Apr-19,10:00:16,45381,22910,40376,7621,0,normal
29-Apr-19,10:00:24,21326,52151,36388,33770,0,normal
29-Apr-19,10:00:28,21326,52151,36388,33770,0,normal
29-Apr-19,10:00:34,26822,49605,53161,30495,0,normal
